2010-10-01 00:42:18,8.04
2010-10-01 00:55:49,5.5
2010-10-01 01:07:34,10
2010-10-01 01:44:58,10.46
2010-10-01 02:07:15,15.5
2010-10-01 02:35:12,8.87
2010-10-01 02:42:13,6.78
2010-10-01 03:38:07,39.44
2010-10-01 06:11:46,38.36
2010-10-01 07:02:43,23.28
2010-10-01 07:35:16,17.8
2010-10-01 08:15:06,9.2
2010-10-01 08:27:19,44.77
2010-10-01 10:09:22,17.4
2010-10-01 10:59:15,6.2
2010-10-01 11:09:42,6.96
2010-10-01 11:19:23,12.72
2010-10-01 11:37:51,5
2010-10-01 11:42:34,5
2010-10-01 11:50:48,7.92
2010-10-01 12:03:42,7.8
2010-10-01 12:16:00,7.8
2010-10-01 12:29:16,12.6
2010-10-01 14:13:01,5.4
2010-10-01 14:48:13,4.6
2010-10-01 14:53:25,5.75
2010-10-01 14:57:52,7.4
2010-10-01 15:09:31,7.8
2010-10-01 15:26:20,20
2010-10-01 15:56:38,17.6
2010-10-01 16:21:44,6
2010-10-01 16:29:15,7.2
2010-10-01 16:49:27,4.8
2010-10-01 16:53:55,5.98
2010-10-01 17:02:46,13.2
2010-10-01 17:29:33,12
2010-10-01 18:01:52,9.2
2010-10-01 18:13:26,14.8
2010-10-01 18:34:06,10.4
2010-10-01 18:49:12,12
2010-10-01 20:39:25,9.5
2010-10-01 20:51:46,14.7
2010-10-01 21:53:13,11.5
2010-10-01 22:08:12,7.24
2010-10-01 22:19:44,12.1
2010-10-01 22:35:02,10.92
2010-10-01 23:08:17,6.3
2010-10-01 23:14:28,6.78
2010-10-01 23:37:04,20.3
2010-10-02 00:10:53,7.9
2010-10-02 00:23:16,5.5
2010-10-02 00:29:08,7.1
2010-10-02 00:54:35,5.9
2010-10-02 00:59:57,7.3
2010-10-02 01:12:01,5.1
2010-10-02 01:16:26,10.7
2010-10-02 01:29:12,5.9
2010-10-02 01:34:14,8.5
2010-10-02 01:42:13,5.9
2010-10-02 01:50:10,10.1
2010-10-02 02:01:55,9.5
2010-10-02 02:21:44,12.3
2010-10-02 03:52:34,14.6
2010-10-02 06:12:47,3
2010-10-02 06:16:54,3
2010-10-02 06:34:06,11.25
2010-10-02 06:58:26,50.07
2010-10-02 07:54:25,5
2010-10-02 08:05:24,12.25
2010-10-02 08:23:31,6.6
2010-10-02 08:38:31,9
2010-10-02 08:50:21,4.2
2010-10-02 09:01:54,4.2
2010-10-02 09:09:38,10.6
2010-10-02 09:34:08,9.4
2010-10-02 09:49:18,7
2010-10-02 10:00:40,6.67
2010-10-02 10:15:59,14.2
2010-10-02 10:39:44,15
2010-10-02 11:19:43,10.32
2010-10-02 11:31:04,11.5
2010-10-02 11:49:39,8.8
2010-10-02 12:01:57,9.4
2010-10-02 12:16:39,9.4
2010-10-02 12:33:32,14.2
2010-10-02 12:56:27,12.8
2010-10-02 13:18:15,4.2
2010-10-02 13:21:29,4.2
2010-10-02 13:24:28,19
2010-10-02 14:03:18,6.6
2010-10-02 14:12:42,7
2010-10-02 14:33:53,6.2
2010-10-02 14:44:47,17
2010-10-02 15:06:44,13.4
2010-10-02 15:48:39,15.75
2010-10-02 16:09:50,11.8
2010-10-02 16:22:28,10.6
2010-10-02 16:42:14,3.8
2010-10-02 16:49:37,5.4
2010-10-02 17:00:16,11.4
2010-10-02 17:14:55,10.2
2010-10-02 17:29:37,5.4
2010-10-02 17:37:03,9.4
2010-10-02 17:47:30,18.63
